
===== 2026-04-07T20:18:27-04:00 | T5_scene_from_vision =====
cwd=/home/carrt-cse-project/workspace/ros2_kortex_ws
cmd=ros2 run adl_tasks scene_from_vision --ros-args -p scan_prune_unseen_objects:=true -p scan_duration_s:=10.0 

[INFO] [1775607509.582261835] [scene_from_vision_node]: Scene From Vision Node Started
[INFO] [1775607510.618881710] [scene_from_vision_node]: SceneFromVision: Updating planning scene. Tracking 5 object shape(s). memory_mode=True, scan_duration_s=10.0, scan_min_samples=3, scan_prune_unseen_objects=True, continuous_scene_updates=False, latch_first_detection_updates=True, apply_planning_scene_service_updates=True, publish_monitored_planning_scene_updates=True, side_viewpoint=wrist_mounted_camera_color_optical_frame->base_link, reject_table_objects_outside_bounds=False.
[INFO] [1775607510.620856533] [scene_from_vision_node]: SceneFromVision calibration: xy_offset=(0.000, 0.060), z_offset=0.000, yaw_deg=0.00, xy_scale=1.0000, clamp_table_objects_to_table_bounds=False, table_bounds_margin_m=0.030.
[INFO] [1775607510.623024723] [scene_from_vision_node]: SceneFromVision object offsets: remote_axis=y, remote_tag_to_center_sign=1.0, remote_tag_from_end_m=0.020, cube_tag_to_center=(0.000, 0.000), cube_world_offset=(0.000, -0.010), cube_yaw_offset_deg=0.0, medication_face_to_center_m=0.030, cup_face_to_center_m=0.037.
[INFO] [1775607511.626608673] [scene_from_vision_node]: Latched first detection for tag ID 4 into scene memory.
[INFO] [1775607512.119434266] [scene_from_vision_node]: Published obj_4 (new) at x=0.710, y=0.222, z=0.117
[INFO] [1775607680.625977590] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607683.119635958] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607685.122884829] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607687.620789429] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607690.125067435] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607692.631619335] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607695.127152377] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607697.619507712] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607699.626281010] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607702.124750826] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607704.619334084] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607706.620145605] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607708.623741701] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607711.121935430] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607713.131655817] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607715.620853254] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607717.622964743] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607719.627225134] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607722.122702261] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607724.619554482] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607727.120249245] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607729.623461801] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607732.119711521] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607734.619382093] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607736.633650415] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607739.120400426] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607741.124432767] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607743.121741111] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607745.122221417] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607747.620244317] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607749.623469399] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607752.126514368] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607754.123523919] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607756.620373151] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607758.622843184] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607761.120484420] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607763.124786455] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607765.625078237] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607768.122334890] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607770.122540516] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607772.623327285] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607775.120671620] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607777.126738907] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607779.621340696] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607782.120872675] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607784.619133016] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607786.623332208] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607789.120872307] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607791.121085083] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607793.623840188] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607795.620371346] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607798.127153425] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607800.620137077] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607802.620278445] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607804.621887539] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607807.120647316] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607809.121825796] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607811.621486167] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607814.122255291] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607816.627260824] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607819.120504874] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607821.619948345] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607824.122308673] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607826.620283879] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607828.621623485] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607831.125307210] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607833.621499229] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607836.121281076] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607838.123038464] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607840.623646999] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607843.119833754] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607845.122908828] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607847.622396883] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607849.621774504] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607852.119257197] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607854.120133823] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607856.128002372] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607858.120993322] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607860.125515397] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607862.622934086] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607864.621104971] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607867.119674372] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607869.122678144] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607871.620271127] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607873.623902119] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607876.119840807] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607878.120298788] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607880.621046369] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607883.121463484] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607885.620972277] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607888.124122136] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607890.619435419] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607892.623912001] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607895.120544067] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607897.123899814] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607899.623718601] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607902.121002479] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607904.629733597] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607907.122014677] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607909.620459218] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607911.623468189] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607913.629386351] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607916.125419495] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607918.121705202] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607920.622852697] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607922.619995648] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607924.621978017] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607927.120460376] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607929.123862325] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607931.624467296] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607933.621575334] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607936.119376940] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607938.124013175] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607940.623070112] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607943.121049530] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607945.619736180] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607947.620575107] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607950.121308659] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607952.634185139] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607954.630678802] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607957.119588655] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607959.124550167] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607961.624326380] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607964.119015906] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607966.121313458] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607968.623419626] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607971.120482243] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607973.124090065] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
[INFO] [1775607975.632580300] [scene_from_vision_node]: Published obj_4 (heartbeat) at x=0.709, y=0.222, z=0.117
